epoch,acc,loss
2,0.2124999999999999,1.7071444988250732
3,0.4125000000000001,1.5684133768081665
4,0.425,1.4744529724121094
5,0.5374999999999999,1.168147325515747
6,0.6625,0.7871766686439514
7,0.7124999999999999,0.6273439526557922
8,0.8250000000000001,0.4311937093734741
9,0.875,0.311072826385498
10,0.9,0.251104861497879
11,0.95,0.08896374702453613
